ID Aluno,Academia,Cidade,Esporte,Status Civil,Data Check-in,Duração (Min)
4073,Gym Trend,Matosinhos,Musculação,Viúvo(a),2024-03-30,13
8891,Gym Trend,Espinho,Ciclyn,Divorciado(a),2024-02-04,56
379,Gym Trend,Setubal,Yoga,Divorciado(a),2024-01-24,53
7734,Gym Trend,Gondomar,Ciclyn,Viúvo(a),2024-05-18,79
7292,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-09-19,7
9368,Gym Trend,Espinho,Yoga,Viúvo(a),2024-01-09,18
4836,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-01-20,82
9726,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-03-20,72
5743,Gym Trend,Matosinhos,Musculação,Solteiro(a),2024-06-02,1
7418,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-06-07,85
9735,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2024-01-23,66
1482,Gym Trend,Setubal,Yoga,Casado(a),2024-03-10,118
6068,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-10-08,119
1931,Gym Trend,Setubal,Musculação,Solteiro(a),2023-08-28,85
7810,Gym Trend,Matosinhos,Yoga,Viúvo(a),2024-03-18,57
5759,Gym Trend,Espinho,Yoga,Solteiro(a),2024-06-17,118
6068,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2024-04-14,16
3230,Gym Trend,Espinho,Yoga,Solteiro(a),2024-01-10,34
2092,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-02-09,37
5743,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-11-22,48
3302,Gym Trend,Espinho,Musculação,Viúvo(a),2024-02-10,56
7309,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-01-16,59
8368,Gym Trend,Setubal,Musculação,Solteiro(a),2024-04-14,107
8780,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-09-30,60
9897,Gym Trend,Matosinhos,Musculação,Solteiro(a),2024-06-22,97
5547,Gym Trend,Setubal,Ciclyn,Solteiro(a),2023-01-13,101
3498,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-11-01,87
8940,Gym Trend,Gondomar,Yoga,Casado(a),2023-06-11,84
413,Gym Trend,Espinho,Musculação,Divorciado(a),2023-04-02,109
9407,Gym Trend,Setubal,Musculação,Viúvo(a),2023-04-07,53
7321,Gym Trend,Espinho,Ciclyn,Viúvo(a),2023-07-12,116
500,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2024-02-10,26
9810,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-09-27,49
5823,Gym Trend,Matosinhos,Musculação,Casado(a),2024-04-23,19
5547,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-03-09,101
6338,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-10-21,43
2036,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-12-31,88
7374,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-02-07,23
4836,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-03-16,18
4836,Gym Trend,Setubal,Yoga,Solteiro(a),2024-06-26,13
5743,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2024-02-11,58
1993,Gym Trend,Setubal,Musculação,Solteiro(a),2023-04-22,68
1548,Gym Trend,Espinho,Yoga,Viúvo(a),2023-06-25,5
903,Gym Trend,Espinho,Yoga,Viúvo(a),2024-03-14,71
9526,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2024-05-23,93
7374,Gym Trend,Espinho,Yoga,Viúvo(a),2024-01-19,15
5653,Gym Trend,Espinho,Musculação,Viúvo(a),2023-02-18,23
8293,Gym Trend,Matosinhos,Musculação,Viúvo(a),2024-06-11,66
5093,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-03-08,38
3230,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2024-01-06,19
4836,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-02-06,77
8891,Gym Trend,Matosinhos,Yoga,Divorciado(a),2024-06-26,39
2644,Gym Trend,Setubal,Musculação,Divorciado(a),2024-05-05,68
2349,Gym Trend,Gondomar,Yoga,Divorciado(a),2024-04-11,108
7100,Gym Trend,Espinho,Musculação,Divorciado(a),2023-12-17,59
8152,Gym Trend,Matosinhos,Musculação,Divorciado(a),2023-07-24,52
7797,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-01-11,23
1482,Gym Trend,Matosinhos,Ciclyn,Solteiro(a),2023-05-15,83
3498,Gym Trend,Matosinhos,Ciclyn,Solteiro(a),2024-03-05,100
9949,Gym Trend,Matosinhos,Musculação,Solteiro(a),2024-02-08,111
4426,Gym Trend,Matosinhos,Musculação,Viúvo(a),2024-01-21,80
1386,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-02-20,107
9430,Gym Trend,Matosinhos,Musculação,Casado(a),2023-09-29,91
4449,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-08-28,81
7100,Gym Trend,Setubal,Musculação,Casado(a),2024-05-11,89
9658,Gym Trend,Setubal,Ciclyn,Casado(a),2024-05-20,64
14,Gym Trend,Gondomar,Yoga,Viúvo(a),2023-06-06,46
8957,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-03-04,37
8382,Gym Trend,Gondomar,Musculação,Viúvo(a),2024-04-24,113
1796,Gym Trend,Espinho,Musculação,Solteiro(a),2023-06-01,28
1358,Gym Trend,Matosinhos,Musculação,Divorciado(a),2023-04-28,72
2679,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-04-12,2
3451,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-08-01,77
5577,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2024-06-02,76
3670,Gym Trend,Matosinhos,Yoga,Solteiro(a),2023-09-11,114
7113,Gym Trend,Gondomar,Musculação,Divorciado(a),2023-06-22,41
3584,Gym Trend,Espinho,Ciclyn,Casado(a),2023-09-23,53
4201,Gym Trend,Espinho,Musculação,Viúvo(a),2023-03-17,109
4873,Gym Trend,Espinho,Musculação,Casado(a),2023-02-17,64
8082,Gym Trend,Espinho,Yoga,Viúvo(a),2023-05-07,18
7500,Gym Trend,Matosinhos,Musculação,Casado(a),2023-03-18,87
9964,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-11-16,112
7500,Gym Trend,Espinho,Musculação,Casado(a),2023-05-25,109
2058,Gym Trend,Espinho,Yoga,Viúvo(a),2023-10-17,7
6338,Gym Trend,Setubal,Musculação,Casado(a),2023-06-03,46
3848,Gym Trend,Matosinhos,Musculação,Solteiro(a),2023-02-05,30
1091,Gym Trend,Setubal,Yoga,Divorciado(a),2023-08-29,83
6329,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-10-19,119
8891,Gym Trend,Setubal,Yoga,Divorciado(a),2024-05-09,39
8631,Gym Trend,Espinho,Musculação,Casado(a),2024-06-09,56
4073,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-01-15,106
4073,Gym Trend,Matosinhos,Musculação,Divorciado(a),2023-01-10,31
8481,Gym Trend,Gondomar,Yoga,Divorciado(a),2023-10-09,20
7953,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-02-10,21
6068,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-09-12,46
8152,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-09-06,38
6601,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-06-25,82
7629,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-12-08,69
5698,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-12-08,59
3272,Gym Trend,Espinho,Ciclyn,Viúvo(a),2023-06-27,4
3451,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-03-20,109
9607,Gym Trend,Gondomar,Yoga,Casado(a),2023-02-19,98
4873,Gym Trend,Gondomar,Musculação,Solteiro(a),2024-05-03,29
1600,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-11-15,72
8481,Gym Trend,Setubal,Musculação,Divorciado(a),2023-02-18,105
5014,Gym Trend,Espinho,Musculação,Casado(a),2024-02-05,72
1358,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-12-06,69
5698,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-10-20,43
4038,Gym Trend,Matosinhos,Musculação,Casado(a),2023-06-24,109
7113,Gym Trend,Espinho,Musculação,Casado(a),2023-01-22,107
8944,Gym Trend,Setubal,Ciclyn,Casado(a),2024-01-11,64
3471,Gym Trend,Gondomar,Yoga,Divorciado(a),2023-08-17,65
3498,Gym Trend,Gondomar,Yoga,Divorciado(a),2024-01-31,74
5759,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-03-28,14
4699,Gym Trend,Setubal,Yoga,Solteiro(a),2023-11-22,32
9735,Gym Trend,Setubal,Ciclyn,Viúvo(a),2024-03-28,26
7609,Gym Trend,Espinho,Ciclyn,Casado(a),2023-06-25,109
8591,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-11-09,35
1523,Gym Trend,Matosinhos,Musculação,Casado(a),2023-10-01,83
1406,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-07-30,106
7500,Gym Trend,Gondomar,Yoga,Casado(a),2024-05-14,83
5341,Gym Trend,Setubal,Ciclyn,Casado(a),2023-01-22,96
5407,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-04-14,44
3229,Gym Trend,Gondomar,Musculação,Divorciado(a),2023-08-12,20
5823,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-09-15,90
1993,Gym Trend,Gondomar,Ciclyn,Viúvo(a),2024-05-06,27
5653,Gym Trend,Setubal,Musculação,Viúvo(a),2023-04-03,35
1600,Gym Trend,Gondomar,Musculação,Divorciado(a),2023-03-17,50
1303,Gym Trend,Setubal,Yoga,Solteiro(a),2023-05-24,100
2679,Gym Trend,Setubal,Musculação,Viúvo(a),2023-09-30,106
7879,Gym Trend,Espinho,Musculação,Divorciado(a),2023-03-14,15
4737,Gym Trend,Setubal,Ciclyn,Casado(a),2023-09-17,27
5341,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-06-17,30
903,Gym Trend,Setubal,Yoga,Casado(a),2023-04-13,109
8447,Gym Trend,Setubal,Musculação,Viúvo(a),2024-06-27,12
2875,Gym Trend,Matosinhos,Ciclyn,Casado(a),2023-03-18,104
44,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-02-14,14
1037,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-04-26,100
8631,Gym Trend,Setubal,Musculação,Divorciado(a),2023-02-04,50
8382,Gym Trend,Espinho,Yoga,Divorciado(a),2024-06-20,69
7100,Gym Trend,Gondomar,Musculação,Casado(a),2023-02-02,24
9236,Gym Trend,Setubal,Yoga,Viúvo(a),2023-08-23,87
4737,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-03-20,112
2300,Gym Trend,Espinho,Yoga,Solteiro(a),2024-06-09,21
8755,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-09-15,5
3670,Gym Trend,Espinho,Yoga,Viúvo(a),2023-01-24,43
8957,Gym Trend,Matosinhos,Musculação,Solteiro(a),2023-04-11,27
9735,Gym Trend,Espinho,Yoga,Solteiro(a),2023-04-26,75
913,Gym Trend,Espinho,Ciclyn,Viúvo(a),2023-02-26,44
8747,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-12-02,33
9443,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-02-22,88
5868,Gym Trend,Setubal,Ciclyn,Casado(a),2024-06-03,73
3229,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-09-08,13
9368,Gym Trend,Espinho,Yoga,Viúvo(a),2023-09-17,42
2711,Gym Trend,Setubal,Ciclyn,Casado(a),2023-05-30,1
8082,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-10-07,63
3451,Gym Trend,Espinho,Musculação,Viúvo(a),2023-04-17,22
2573,Gym Trend,Espinho,Musculação,Divorciado(a),2023-12-04,46
2349,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-05-31,43
9368,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-01-09,28
1678,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-06-11,118
7514,Gym Trend,Setubal,Musculação,Divorciado(a),2024-01-14,74
5341,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-12-09,108
1303,Gym Trend,Espinho,Yoga,Solteiro(a),2024-06-21,69
6601,Gym Trend,Setubal,Musculação,Viúvo(a),2024-06-25,77
8824,Gym Trend,Matosinhos,Yoga,Divorciado(a),2024-03-23,15
9810,Gym Trend,Setubal,Musculação,Divorciado(a),2024-02-02,65
7734,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-12-29,43
7972,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-04-17,75
1678,Gym Trend,Matosinhos,Ciclyn,Solteiro(a),2024-05-03,43
9407,Gym Trend,Matosinhos,Musculação,Solteiro(a),2023-04-29,116
3229,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-05-16,99
4424,Gym Trend,Setubal,Musculação,Solteiro(a),2023-04-13,33
8467,Gym Trend,Setubal,Yoga,Viúvo(a),2023-06-24,78
7685,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-06-12,120
4873,Gym Trend,Gondomar,Yoga,Divorciado(a),2023-07-27,3
5055,Gym Trend,Espinho,Yoga,Casado(a),2023-02-04,50
8747,Gym Trend,Setubal,Musculação,Casado(a),2024-03-28,69
5759,Gym Trend,Matosinhos,Musculação,Divorciado(a),2023-12-04,52
913,Gym Trend,Espinho,Ciclyn,Divorciado(a),2024-06-27,87
8756,Gym Trend,Matosinhos,Yoga,Casado(a),2024-01-24,89
7259,Gym Trend,Espinho,Musculação,Divorciado(a),2023-02-10,67
9119,Gym Trend,Setubal,Musculação,Divorciado(a),2023-04-04,71
2573,Gym Trend,Gondomar,Musculação,Divorciado(a),2024-03-01,9
6582,Gym Trend,Setubal,Yoga,Viúvo(a),2023-07-20,119
14,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-08-20,32
9526,Gym Trend,Espinho,Musculação,Casado(a),2024-05-09,80
8447,Gym Trend,Espinho,Musculação,Solteiro(a),2023-07-11,39
7374,Gym Trend,Setubal,Musculação,Divorciado(a),2023-02-24,23
8202,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-10-31,54
8483,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-04-27,40
7113,Gym Trend,Gondomar,Yoga,Viúvo(a),2024-02-09,28
5014,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-10-18,103
8774,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-06-07,2
73,Gym Trend,Setubal,Yoga,Divorciado(a),2023-06-05,113
2875,Gym Trend,Matosinhos,Ciclyn,Viúvo(a),2023-07-22,28
8755,Gym Trend,Matosinhos,Yoga,Solteiro(a),2024-04-23,24
1406,Gym Trend,Matosinhos,Ciclyn,Casado(a),2023-09-20,84
6787,Gym Trend,Setubal,Ciclyn,Casado(a),2024-03-26,98
9430,Gym Trend,Espinho,Musculação,Divorciado(a),2024-06-17,47
6601,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-07-01,84
8747,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-08-04,25
5653,Gym Trend,Setubal,Ciclyn,Divorciado(a),2024-02-13,58
7100,Gym Trend,Setubal,Ciclyn,Casado(a),2024-03-12,93
9658,Gym Trend,Espinho,Ciclyn,Casado(a),2023-09-01,117
1394,Gym Trend,Setubal,Musculação,Solteiro(a),2023-12-20,60
9526,Gym Trend,Gondomar,Yoga,Casado(a),2024-01-10,13
5347,Gym Trend,Espinho,Yoga,Divorciado(a),2023-05-11,52
6396,Gym Trend,Setubal,Ciclyn,Casado(a),2024-01-22,28
7972,Gym Trend,Matosinhos,Yoga,Solteiro(a),2023-04-21,86
8467,Gym Trend,Espinho,Musculação,Solteiro(a),2023-10-14,53
500,Gym Trend,Espinho,Ciclyn,Solteiro(a),2023-09-10,85
9407,Gym Trend,Espinho,Musculação,Viúvo(a),2023-09-02,120
9430,Gym Trend,Setubal,Musculação,Viúvo(a),2023-06-24,101
9810,Gym Trend,Setubal,Musculação,Casado(a),2023-03-30,108
8483,Gym Trend,Espinho,Yoga,Viúvo(a),2024-01-04,39
8774,Gym Trend,Gondomar,Yoga,Viúvo(a),2024-03-12,71
2349,Gym Trend,Gondomar,Musculação,Divorciado(a),2024-04-11,98
1277,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-12-20,58
8591,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2024-06-09,119
5757,Gym Trend,Setubal,Musculação,Divorciado(a),2023-07-19,28
1993,Gym Trend,Gondomar,Ciclyn,Viúvo(a),2024-05-06,45
3471,Gym Trend,Gondomar,Musculação,Viúvo(a),2024-02-06,105
5407,Gym Trend,Espinho,Yoga,Divorciado(a),2023-07-03,24
7709,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-12-09,101
6337,Gym Trend,Setubal,Yoga,Casado(a),2024-05-17,92
4737,Gym Trend,Setubal,Musculação,Casado(a),2023-10-03,117
7597,Gym Trend,Matosinhos,Ciclyn,Solteiro(a),2024-06-04,110
8631,Gym Trend,Espinho,Musculação,Divorciado(a),2023-06-05,76
2641,Gym Trend,Espinho,Musculação,Viúvo(a),2023-04-28,64
7309,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-01-16,72
413,Gym Trend,Gondomar,Musculação,Divorciado(a),2023-01-04,13
9430,Gym Trend,Setubal,Musculação,Divorciado(a),2023-06-02,87
3229,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-11-19,3
9430,Gym Trend,Espinho,Musculação,Divorciado(a),2023-05-19,67
7100,Gym Trend,Setubal,Musculação,Viúvo(a),2024-01-02,47
7879,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-02-22,20
8780,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-03-31,115
9368,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-02-08,117
5823,Gym Trend,Espinho,Yoga,Solteiro(a),2023-06-21,27
1217,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2024-04-02,103
1678,Gym Trend,Matosinhos,Musculação,Divorciado(a),2024-05-12,84
2808,Gym Trend,Matosinhos,Yoga,Divorciado(a),2024-06-27,61
2711,Gym Trend,Gondomar,Yoga,Divorciado(a),2024-02-08,68
1482,Gym Trend,Setubal,Ciclyn,Viúvo(a),2023-12-15,105
2300,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-06-27,50
9430,Gym Trend,Espinho,Ciclyn,Viúvo(a),2024-03-26,58
6601,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-08-31,78
8906,Gym Trend,Setubal,Ciclyn,Solteiro(a),2024-04-11,82
4118,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-03-31,48
6337,Gym Trend,Espinho,Yoga,Casado(a),2023-07-27,8
1599,Gym Trend,Espinho,Yoga,Casado(a),2023-03-19,105
9607,Gym Trend,Gondomar,Musculação,Divorciado(a),2023-02-14,27
9735,Gym Trend,Matosinhos,Yoga,Casado(a),2024-05-03,36
7797,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-08-09,35
6673,Gym Trend,Matosinhos,Ciclyn,Solteiro(a),2023-08-22,38
7685,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-11-09,4
4699,Gym Trend,Setubal,Ciclyn,Divorciado(a),2024-06-26,35
8755,Gym Trend,Setubal,Yoga,Casado(a),2024-04-16,117
8756,Gym Trend,Matosinhos,Ciclyn,Viúvo(a),2023-06-10,23
2349,Gym Trend,Gondomar,Yoga,Divorciado(a),2023-10-05,18
1358,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-03-27,24
7309,Gym Trend,Matosinhos,Yoga,Solteiro(a),2023-02-01,35
2573,Gym Trend,Matosinhos,Musculação,Viúvo(a),2024-06-01,118
8293,Gym Trend,Espinho,Ciclyn,Divorciado(a),2024-06-08,12
8051,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-01-23,33
7321,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-09-27,84
2300,Gym Trend,Espinho,Yoga,Solteiro(a),2023-08-06,44
5698,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-10-31,108
9774,Gym Trend,Espinho,Musculação,Viúvo(a),2023-06-15,9
9430,Gym Trend,Setubal,Ciclyn,Casado(a),2024-04-21,48
7418,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-08-04,115
4567,Gym Trend,Gondomar,Yoga,Casado(a),2024-03-31,110
5823,Gym Trend,Matosinhos,Ciclyn,Divorciado(a),2023-08-06,62
903,Gym Trend,Espinho,Yoga,Solteiro(a),2023-06-10,8
6673,Gym Trend,Matosinhos,Musculação,Viúvo(a),2024-04-05,44
9897,Gym Trend,Matosinhos,Musculação,Viúvo(a),2023-07-20,30
8481,Gym Trend,Setubal,Ciclyn,Casado(a),2023-01-10,96
2711,Gym Trend,Setubal,Ciclyn,Viúvo(a),2024-03-29,47
7292,Gym Trend,Gondomar,Ciclyn,Viúvo(a),2024-01-23,105
4038,Gym Trend,Espinho,Yoga,Casado(a),2023-05-19,9
9236,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-07-07,30
7810,Gym Trend,Gondomar,Yoga,Viúvo(a),2023-08-20,31
5743,Gym Trend,Espinho,Musculação,Divorciado(a),2023-09-12,7
2036,Gym Trend,Gondomar,Yoga,Casado(a),2023-12-24,32
1194,Gym Trend,Gondomar,Musculação,Casado(a),2024-06-09,6
8382,Gym Trend,Espinho,Musculação,Divorciado(a),2023-05-01,5
8780,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-08-09,39
4699,Gym Trend,Espinho,Ciclyn,Solteiro(a),2023-11-29,97
1037,Gym Trend,Matosinhos,Ciclyn,Viúvo(a),2023-07-28,115
3138,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-03-21,118
4449,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-02-24,100
1791,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-04-16,25
1954,Gym Trend,Matosinhos,Musculação,Divorciado(a),2024-02-23,29
8382,Gym Trend,Setubal,Yoga,Casado(a),2024-06-05,47
73,Gym Trend,Gondomar,Ciclyn,Viúvo(a),2024-04-22,118
1931,Gym Trend,Gondomar,Yoga,Casado(a),2024-04-09,81
7374,Gym Trend,Setubal,Yoga,Solteiro(a),2023-03-17,15
9774,Gym Trend,Setubal,Musculação,Divorciado(a),2023-01-30,109
3229,Gym Trend,Matosinhos,Musculação,Divorciado(a),2023-08-23,119
9810,Gym Trend,Setubal,Musculação,Casado(a),2023-01-12,13
2036,Gym Trend,Setubal,Musculação,Solteiro(a),2024-05-04,65
8447,Gym Trend,Setubal,Musculação,Viúvo(a),2023-12-11,39
2573,Gym Trend,Matosinhos,Ciclyn,Viúvo(a),2023-09-02,81
8891,Gym Trend,Matosinhos,Musculação,Casado(a),2023-02-07,8
3670,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-08-24,28
8747,Gym Trend,Espinho,Musculação,Solteiro(a),2023-02-22,55
1678,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-10-06,100
3471,Gym Trend,Matosinhos,Musculação,Solteiro(a),2023-07-07,61
8483,Gym Trend,Espinho,Ciclyn,Solteiro(a),2023-02-28,108
2349,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-03-23,108
1217,Gym Trend,Matosinhos,Yoga,Divorciado(a),2023-11-20,91
5093,Gym Trend,Matosinhos,Yoga,Casado(a),2023-08-09,92
9526,Gym Trend,Matosinhos,Yoga,Casado(a),2023-10-20,28
4234,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-09-15,112
4038,Gym Trend,Gondomar,Yoga,Solteiro(a),2023-04-18,97
8631,Gym Trend,Gondomar,Yoga,Divorciado(a),2023-04-13,79
6338,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-07-25,71
8641,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-02-11,61
4836,Gym Trend,Espinho,Yoga,Solteiro(a),2023-12-21,88
2573,Gym Trend,Setubal,Ciclyn,Casado(a),2023-11-13,110
6654,Gym Trend,Gondomar,Yoga,Divorciado(a),2024-03-29,64
4737,Gym Trend,Setubal,Yoga,Solteiro(a),2024-03-31,19
9407,Gym Trend,Espinho,Musculação,Viúvo(a),2024-05-08,119
4699,Gym Trend,Espinho,Musculação,Solteiro(a),2024-03-20,16
5686,Gym Trend,Setubal,Yoga,Divorciado(a),2023-07-17,102
5347,Gym Trend,Espinho,Ciclyn,Divorciado(a),2024-02-09,25
5341,Gym Trend,Espinho,Ciclyn,Casado(a),2024-04-02,7
1600,Gym Trend,Espinho,Yoga,Viúvo(a),2023-12-30,97
4426,Gym Trend,Matosinhos,Yoga,Casado(a),2023-04-20,87
4320,Gym Trend,Matosinhos,Yoga,Casado(a),2024-01-24,32
7321,Gym Trend,Setubal,Ciclyn,Casado(a),2024-05-14,105
6338,Gym Trend,Espinho,Musculação,Casado(a),2023-06-18,21
6363,Gym Trend,Gondomar,Ciclyn,Divorciado(a),2023-09-10,49
9955,Gym Trend,Espinho,Musculação,Casado(a),2023-05-20,97
8382,Gym Trend,Espinho,Musculação,Solteiro(a),2024-05-08,77
1599,Gym Trend,Espinho,Yoga,Casado(a),2023-07-06,1
7797,Gym Trend,Setubal,Ciclyn,Divorciado(a),2023-10-04,105
7685,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-11-15,69
7418,Gym Trend,Setubal,Musculação,Viúvo(a),2024-01-16,64
9949,Gym Trend,Espinho,Musculação,Divorciado(a),2024-06-06,98
3229,Gym Trend,Espinho,Ciclyn,Casado(a),2023-01-20,102
1303,Gym Trend,Setubal,Musculação,Solteiro(a),2023-11-23,42
5823,Gym Trend,Espinho,Musculação,Divorciado(a),2023-07-26,8
7259,Gym Trend,Gondomar,Musculação,Viúvo(a),2023-06-17,88
7113,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-12-28,69
9236,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2024-01-11,39
4426,Gym Trend,Matosinhos,Musculação,Casado(a),2023-04-13,72
7667,Gym Trend,Setubal,Musculação,Divorciado(a),2024-03-05,80
8591,Gym Trend,Gondomar,Yoga,Viúvo(a),2023-03-23,58
3377,Gym Trend,Espinho,Ciclyn,Solteiro(a),2024-05-23,77
1599,Gym Trend,Espinho,Musculação,Casado(a),2023-11-08,16
1482,Gym Trend,Setubal,Yoga,Divorciado(a),2024-05-15,102
3498,Gym Trend,Gondomar,Ciclyn,Solteiro(a),2023-01-19,42
8944,Gym Trend,Matosinhos,Yoga,Viúvo(a),2023-12-11,119
8424,Gym Trend,Gondomar,Ciclyn,Casado(a),2023-01-26,104
5759,Gym Trend,Gondomar,Musculação,Solteiro(a),2023-01-28,110
7374,Gym Trend,Matosinhos,Ciclyn,Casado(a),2023-07-27,56
3498,Gym Trend,Espinho,Yoga,Divorciado(a),2024-03-16,94
5407,Gym Trend,Setubal,Ciclyn,Casado(a),2023-06-07,49
6582,Gym Trend,Espinho,Musculação,Viúvo(a),2023-10-16,48
9122,Gym Trend,Setubal,Musculação,Solteiro(a),2023-04-21,14
3272,Gym Trend,Setubal,Ciclyn,Casado(a),2023-04-18,87
9607,Gym Trend,Espinho,Ciclyn,Divorciado(a),2024-03-20,31
8906,Gym Trend,Espinho,Ciclyn,Divorciado(a),2023-09-28,18
1277,Gym Trend,Gondomar,Yoga,Viúvo(a),2023-03-13,102
7278,Gym Trend,Espinho,Musculação,Casado(a),2024-05-02,46
